Year,Optimal_biomass,Treatment,SLR_100,dzdt mm/yr,Standing Bio g/m2,Fractional Ind Time,Susp Org Input mm cm-2 y-1,Depth rel to MHW,Cquest   g C m-2 y-1,totBGB (kg/m2),MSL (cm NAVD) 10 ,SLR mm/y,marshE cm NAVD,Marsh E rel MSL (cm),pedonD,Inorg mm yr-1,Tot Live BG BIO kg/m2,Org Vol Fraction,top level root vol mm/cm2,Root Mort kg m-2 y-1,Sum Org Vol cm3, Sum Mineral (cm3) ,Cum Change Org Vol mm/cm2,Cum Change Min Vol mm/cm2,delta (mm) Marsh Elevation
13,'500',TLP,60 cm 100 y-1,1.67,162.00,0.18,0.00,27.00,8.91,77.00,9.24,4.11,58.41,49.17,102.25,0.55,0.30,0.88,0.03,1.90,90.40,11.89,-3.50,59.60,14.60
14,'500',TLP,60 cm 100 y-1,1.97,203.00,0.18,0.00,27.24,11.17,77.00,9.65,4.16,58.61,48.95,102.45,0.56,0.40,0.88,0.03,2.40,90.50,11.94,-2.10,60.10,14.80
15,'500',TLP,60 cm 100 y-1,2.14,244.00,0.18,0.00,27.46,13.43,77.00,10.07,4.21,58.82,48.75,102.66,0.57,0.50,0.88,0.04,2.90,90.70,12.00,-0.50,60.70,15.00
16,'500',TLP,60 cm 100 y-1,2.26,286.00,0.18,0.00,27.67,15.71,77.00,10.49,4.27,59.05,48.55,102.89,0.57,0.60,0.88,0.05,3.40,90.80,12.05,1.20,61.30,15.20
17,'500',TLP,60 cm 100 y-1,2.36,327.00,0.18,0.00,27.88,17.99,77.00,10.92,4.32,59.28,48.36,103.12,0.58,0.70,0.88,0.06,3.80,91.00,12.11,3.00,61.80,15.50
18,'500',TLP,60 cm 100 y-1,2.43,369.00,0.18,0.00,28.08,20.28,78.00,11.36,4.37,59.53,48.17,103.37,0.59,0.70,0.88,0.07,4.30,91.20,12.17,4.80,62.40,15.70
19,'500',TLP,60 cm 100 y-1,2.50,411.00,0.19,0.00,28.27,22.58,78.00,11.80,4.42,59.78,47.98,103.62,0.60,0.80,0.88,0.08,4.80,91.40,12.23,6.70,63.00,16.00
20,'500',TLP,60 cm 100 y-1,1.33,411.00,0.19,0.00,28.47,22.62,78.00,12.24,4.48,59.91,47.67,103.75,0.61,0.80,0.88,0.08,4.80,91.50,12.29,7.50,63.60,16.10
21,'500',TLP,60 cm 100 y-1,1.26,413.00,0.19,0.00,28.78,22.70,78.00,12.69,4.53,60.04,47.34,103.88,0.62,0.80,0.88,0.09,4.90,91.50,12.35,8.10,64.30,16.20
22,'500',TLP,60 cm 100 y-1,1.22,414.00,0.19,0.00,29.11,22.77,78.00,13.15,4.58,60.16,47.01,104.00,0.64,0.80,0.88,0.09,4.90,91.60,12.42,8.70,64.90,16.40
23,'500',TLP,60 cm 100 y-1,1.21,415.00,0.19,0.00,29.45,22.85,78.00,13.61,4.63,60.28,46.67,104.12,0.65,0.80,0.88,0.09,4.90,91.60,12.48,9.30,65.50,16.50
24,'500',TLP,60 cm 100 y-1,1.22,417.00,0.20,0.00,29.80,22.92,78.00,14.08,4.69,60.40,46.32,104.24,0.67,0.80,0.88,0.09,4.90,91.70,12.55,9.80,66.20,16.60
25,'500',TLP,60 cm 100 y-1,1.23,418.00,0.20,0.00,30.15,23.00,78.00,14.55,4.74,60.52,45.98,104.36,0.68,0.80,0.88,0.10,4.90,91.70,12.62,10.40,66.90,16.70
26,'500',TLP,60 cm 100 y-1,1.24,420.00,0.20,0.00,30.50,23.08,78.00,15.02,4.79,60.65,45.62,104.49,0.70,0.80,0.88,0.10,4.90,91.80,12.69,10.90,67.60,16.80
27,'500',TLP,60 cm 100 y-1,1.26,421.00,0.20,0.00,30.86,23.16,78.00,15.51,4.84,60.77,45.27,104.61,0.71,0.80,0.88,0.10,5.00,91.90,12.76,11.40,68.30,17.00
28,'500',TLP,60 cm 100 y-1,1.28,422.00,0.21,0.00,31.22,23.23,78.00,15.99,4.90,60.90,44.91,104.74,0.73,0.80,0.88,0.11,5.00,91.90,12.83,12.00,69.00,17.10
29,'500',TLP,60 cm 100 y-1,1.30,424.00,0.21,0.00,31.58,23.31,78.00,16.48,4.95,61.03,44.55,104.87,0.75,0.80,0.88,0.11,5.00,92.00,12.91,12.50,69.80,17.20
30,'500',TLP,60 cm 100 y-1,1.32,425.00,0.21,0.00,31.95,23.39,78.00,16.98,5.00,61.16,44.18,105.00,0.77,0.90,0.88,0.11,5.00,92.00,12.98,13.10,70.50,17.40
31,'500',TLP,60 cm 100 y-1,1.33,427.00,0.21,0.00,32.32,23.47,78.00,17.49,5.05,61.30,43.81,105.14,0.78,0.90,0.88,0.11,5.00,92.10,13.06,13.60,71.30,17.50
32,'500',TLP,60 cm 100 y-1,1.35,428.00,0.22,0.00,32.70,23.54,78.00,17.99,5.11,61.43,43.44,105.27,0.80,0.90,0.88,0.12,5.00,92.10,13.14,14.20,72.10,17.60
33,'500',TLP,60 cm 100 y-1,1.37,430.00,0.22,0.00,33.08,23.62,78.00,18.51,5.16,61.57,43.06,105.41,0.82,0.90,0.87,0.12,5.10,92.20,13.22,14.80,72.90,17.80
34,'500',TLP,60 cm 100 y-1,43.77,0.00,0.19,0.00,28.46,47.25,78.00,19.03,5.21,70.95,51.92,109.79,50.61,0.00,0.83,0.00,10.10,91.50,18.28,7.90,123.50,27.20
35,'500',TLP,60 cm 100 y-1,-1.78,39.00,0.16,0.00,24.60,2.17,78.00,19.55,5.26,70.77,51.22,109.61,0.45,0.10,0.83,0.01,0.50,91.30,18.33,5.70,124.00,27.00
36,'500',TLP,60 cm 100 y-1,0.13,80.00,0.17,0.00,25.31,4.37,78.00,20.08,5.32,70.78,50.70,109.62,0.48,0.20,0.83,0.01,0.90,91.20,18.38,5.30,124.50,27.00
37,'500',TLP,60 cm 100 y-1,1.11,120.00,0.17,0.00,25.83,6.60,78.00,20.61,5.37,70.89,50.28,109.73,0.50,0.20,0.83,0.02,1.40,91.30,18.43,5.90,125.00,27.10
38,'500',TLP,60 cm 100 y-1,1.64,161.00,0.17,0.00,26.26,8.84,78.00,21.15,5.42,71.06,49.90,109.90,0.52,0.30,0.83,0.03,1.90,91.40,18.48,7.10,125.50,27.30
39,'500',TLP,60 cm 100 y-1,1.94,202.00,0.18,0.00,26.64,11.10,78.00,21.70,5.47,71.25,49.55,110.09,0.53,0.40,0.83,0.03,2.40,91.60,18.53,8.50,126.00,27.40
40,'500',TLP,60 cm 100 y-1,2.13,243.00,0.18,0.00,27.00,13.37,78.00,22.25,5.53,71.46,49.22,110.30,0.55,0.50,0.83,0.04,2.90,91.70,18.59,10.10,126.60,27.70
41,'500',TLP,60 cm 100 y-1,2.26,285.00,0.18,0.00,27.34,15.65,78.00,22.80,5.58,71.69,48.89,110.53,0.56,0.60,0.83,0.05,3.30,91.90,18.64,11.70,127.10,27.90
42,'500',TLP,60 cm 100 y-1,2.36,326.00,0.18,0.00,27.67,17.95,78.00,23.36,5.63,71.92,48.56,110.76,0.57,0.70,0.83,0.06,3.80,92.10,18.70,13.50,127.70,28.10
43,'500',TLP,60 cm 100 y-1,2.44,368.00,0.18,0.00,28.00,20.26,78.00,23.93,5.68,72.17,48.24,111.01,0.59,0.70,0.83,0.07,4.30,92.20,18.76,15.40,128.30,28.40
44,'500',TLP,60 cm 100 y-1,2.52,411.00,0.19,0.00,28.33,22.59,79.00,24.50,5.74,72.42,47.92,111.26,0.60,0.80,0.83,0.08,4.80,92.40,18.82,17.30,128.90,28.60
45,'500',TLP,60 cm 100 y-1,1.36,412.00,0.19,0.00,28.66,22.67,79.00,25.08,5.79,72.56,47.48,111.40,0.62,0.80,0.83,0.09,4.80,92.50,18.88,18.10,129.50,28.80
46,'500',TLP,60 cm 100 y-1,1.29,414.00,0.19,0.00,29.10,22.77,79.00,25.66,5.84,72.69,47.03,111.53,0.63,0.80,0.83,0.09,4.90,92.60,18.94,18.70,130.10,28.90
47,'500',TLP,60 cm 100 y-1,1.26,416.00,0.19,0.00,29.56,22.87,79.00,26.24,5.89,72.81,46.57,111.65,0.65,0.80,0.83,0.09,4.90,92.60,19.01,19.30,130.80,29.00
48,'500',TLP,60 cm 100 y-1,1.26,418.00,0.20,0.00,30.02,22.97,79.00,26.84,5.95,72.94,46.10,111.78,0.68,0.80,0.83,0.10,4.90,92.70,19.08,19.90,131.50,29.10
49,'500',TLP,60 cm 100 y-1,1.27,420.00,0.20,0.00,30.50,23.08,79.00,27.43,6.00,73.06,45.63,111.91,0.70,0.80,0.83,0.10,4.90,92.80,19.15,20.50,132.20,29.30
50,'500',TLP,60 cm 100 y-1,1.29,421.00,0.20,0.00,30.97,23.18,79.00,28.04,6.05,73.19,45.16,112.03,0.72,0.80,0.83,0.10,5.00,92.80,19.22,21.00,132.90,29.40
51,'500',TLP,60 cm 100 y-1,1.31,423.00,0.21,0.00,31.45,23.28,79.00,28.64,6.11,73.32,44.68,112.16,0.74,0.80,0.83,0.11,5.00,92.90,19.29,21.60,133.60,29.50
52,'500',TLP,60 cm 100 y-1,1.33,425.00,0.21,0.00,31.93,23.39,79.00,29.26,6.16,73.46,44.20,112.30,0.76,0.90,0.83,0.11,5.00,92.90,19.37,22.20,134.40,29.70
53,'500',TLP,60 cm 100 y-1,1.36,427.00,0.21,0.00,32.42,23.49,79.00,29.88,6.21,73.59,43.72,112.43,0.79,0.90,0.83,0.11,5.00,93.00,19.45,22.70,135.20,29.80
54,'500',TLP,60 cm 100 y-1,1.38,429.00,0.22,0.00,32.91,23.59,79.00,30.50,6.26,73.73,43.23,112.57,0.81,0.90,0.83,0.12,5.00,93.00,19.53,23.30,136.00,29.90
55,'500',TLP,60 cm 100 y-1,1.41,431.00,0.22,0.00,33.40,23.69,79.00,31.13,6.32,73.87,42.74,112.71,0.84,0.90,0.83,0.12,5.10,93.10,19.61,23.90,136.80,30.10
56,'500',TLP,60 cm 100 y-1,1.43,433.00,0.22,0.00,33.89,23.79,79.00,31.76,6.37,74.02,42.25,112.86,0.86,0.90,0.83,0.13,5.10,93.20,19.70,24.50,137.70,30.20
57,'500',TLP,60 cm 100 y-1,1.46,434.00,0.23,0.00,34.39,23.89,79.00,32.40,6.42,74.16,41.76,113.00,0.89,0.90,0.82,0.13,5.10,93.20,19.79,25.00,138.60,30.40
58,'500',TLP,60 cm 100 y-1,1.49,436.00,0.23,0.00,34.89,23.98,79.00,33.05,6.47,74.31,41.26,113.15,0.91,0.90,0.82,0.14,5.10,93.30,19.88,25.60,139.50,30.50
59,'500',TLP,60 cm 100 y-1,43.75,0.00,0.20,0.00,30.39,47.97,79.00,33.70,6.53,83.68,49.99,117.52,50.69,0.00,0.79,0.00,10.30,92.60,24.95,18.70,190.20,39.90
60,'500',TLP,60 cm 100 y-1,-1.73,40.00,0.18,0.00,26.67,2.22,78.00,34.35,6.58,83.51,49.16,117.35,0.53,0.10,0.79,0.01,0.50,92.40,25.00,16.40,190.70,39.70
61,'500',TLP,60 cm 100 y-1,0.22,81.00,0.18,0.00,27.50,4.48,78.00,35.01,6.63,83.53,48.52,117.37,0.57,0.20,0.79,0.01,1.00,92.30,25.06,16.10,191.30,39.70
62,'500',TLP,60 cm 100 y-1,1.23,123.00,0.19,0.00,28.14,6.76,79.00,35.68,6.68,83.66,47.98,117.50,0.59,0.20,0.79,0.02,1.40,92.40,25.12,16.70,191.90,39.90
63,'500',TLP,60 cm 100 y-1,1.78,165.00,0.19,0.00,28.69,9.07,79.00,36.35,6.74,83.83,47.49,117.68,0.62,0.30,0.79,0.03,1.90,92.50,25.18,17.90,192.50,40.00
64,'500',TLP,60 cm 100 y-1,2.09,207.00,0.19,0.00,29.19,11.39,79.00,37.03,6.79,84.04,47.02,117.88,0.64,0.40,0.79,0.04,2.40,92.60,25.24,19.30,193.10,40.20
65,'500',TLP,60 cm 100 y-1,2.29,250.00,0.20,0.00,29.66,13.74,79.00,37.71,6.84,84.27,46.57,118.11,0.66,0.50,0.79,0.05,2.90,92.80,25.31,20.90,193.80,40.50
66,'500',TLP,60 cm 100 y-1,2.43,293.00,0.20,0.00,30.12,16.10,79.00,38.39,6.89,84.52,46.12,118.36,0.68,0.60,0.79,0.06,3.40,93.00,25.38,22.70,194.50,40.70
67,'500',TLP,60 cm 100 y-1,2.54,336.00,0.20,0.00,30.57,18.47,79.00,39.09,6.95,84.77,45.69,118.61,0.70,0.70,0.79,0.08,4.00,93.20,25.45,24.50,195.20,41.00
68,'500',TLP,60 cm 100 y-1,2.64,379.00,0.20,0.00,31.01,20.87,79.00,39.78,7.00,85.04,45.25,118.88,0.72,0.80,0.79,0.09,4.50,93.40,25.52,26.50,195.90,41.20
69,'500',TLP,60 cm 100 y-1,2.73,423.00,0.21,0.00,31.45,23.28,80.00,40.48,7.05,85.31,44.82,119.15,0.74,0.80,0.79,0.11,5.00,93.60,25.59,28.40,196.60,41.50
70,'500',TLP,60 cm 100 y-1,1.54,425.00,0.21,0.00,31.88,23.38,80.00,41.19,7.10,85.46,44.27,119.30,0.76,0.90,0.78,0.11,5.00,93.60,25.67,29.20,197.40,41.70
71,'500',TLP,60 cm 100 y-1,1.47,427.00,0.21,0.00,32.44,23.49,80.00,41.91,7.16,85.61,43.70,119.45,0.79,0.90,0.78,0.12,5.00,93.70,25.75,29.90,198.20,41.80
72,'500',TLP,60 cm 100 y-1,1.45,429.00,0.22,0.00,33.01,23.61,80.00,42.62,7.21,85.75,43.13,119.60,0.82,0.90,0.78,0.12,5.10,93.80,25.83,30.50,199.00,42.00
73,'500',TLP,60 cm 100 y-1,1.46,431.00,0.22,0.00,33.59,23.73,80.00,43.35,7.26,85.90,42.55,119.74,0.85,0.90,0.78,0.12,5.10,93.80,25.91,31.20,199.90,42.10
74,'500',TLP,60 cm 100 y-1,1.47,434.00,0.22,0.00,34.18,23.84,80.00,44.08,7.31,86.05,41.97,119.89,0.88,0.90,0.78,0.13,5.10,93.90,26.00,31.80,200.70,42.20
75,'500',TLP,60 cm 100 y-1,1.50,436.00,0.23,0.00,34.76,23.96,80.00,44.81,7.37,86.20,41.39,120.04,0.91,0.90,0.78,0.14,5.10,93.90,26.09,32.30,201.60,42.40
76,'500',TLP,60 cm 100 y-1,1.53,438.00,0.23,0.00,35.35,24.07,80.00,45.55,7.42,86.35,40.80,120.19,0.94,0.90,0.78,0.14,5.10,94.00,26.19,32.90,202.60,42.60
77,'500',TLP,60 cm 100 y-1,1.56,440.00,0.24,0.00,35.94,24.19,80.00,46.29,7.47,86.51,40.21,120.35,0.97,0.90,0.78,0.15,5.20,94.10,26.28,33.50,203.50,42.70
78,'500',TLP,60 cm 100 y-1,1.59,442.00,0.24,0.00,36.54,24.30,80.00,47.04,7.52,86.67,39.62,120.51,1.00,0.90,0.78,0.15,5.20,94.10,26.38,34.10,204.50,42.90
79,'500',TLP,60 cm 100 y-1,1.63,444.00,0.24,0.00,37.13,24.41,80.00,47.80,7.58,86.83,39.03,120.67,1.03,0.90,0.78,0.16,5.20,94.20,26.49,34.70,205.60,43.00
80,'500',TLP,60 cm 100 y-1,1.66,446.00,0.25,0.00,37.73,24.52,80.00,48.56,7.63,86.99,38.44,120.83,1.07,0.90,0.78,0.16,5.20,94.20,26.59,35.30,206.60,43.20
81,'500',TLP,60 cm 100 y-1,1.70,448.00,0.25,0.00,38.33,24.62,80.00,49.32,7.68,87.16,37.84,121.00,1.10,0.90,0.78,0.17,5.30,94.30,26.70,35.90,207.70,43.40
82,'500',TLP,60 cm 100 y-1,1.73,450.00,0.26,0.00,38.93,24.73,80.00,50.09,7.73,87.34,37.24,121.18,1.14,0.90,0.78,0.18,5.30,94.40,26.82,36.50,208.90,43.50
83,'500',TLP,60 cm 100 y-1,1.77,451.00,0.26,0.00,39.53,24.83,80.00,50.87,7.79,87.51,36.64,121.35,1.17,0.90,0.78,0.18,5.30,94.40,26.93,37.10,210.00,43.70
84,'500',TLP,60 cm 100 y-1,43.73,0.00,0.23,0.00,35.14,49.66,80.00,51.65,7.84,96.89,45.24,125.73,50.93,0.00,0.75,0.00,10.60,93.70,32.03,29.90,261.00,53.10
85,'500',TLP,60 cm 100 y-1,-1.58,42.00,0.21,0.00,31.55,2.33,79.00,52.44,7.89,96.73,44.29,125.57,0.75,0.10,0.74,0.01,0.50,93.50,32.10,27.60,261.70,52.90
86,'500',TLP,60 cm 100 y-1,0.45,85.00,0.21,0.00,32.50,4.70,79.00,53.23,7.94,96.77,43.54,125.61,0.79,0.20,0.74,0.02,1.00,93.40,32.18,27.20,262.50,53.00
87,'500',TLP,60 cm 100 y-1,1.51,129.00,0.22,0.00,33.25,7.10,79.00,54.03,8.00,96.93,42.90,125.77,0.83,0.30,0.74,0.03,1.50,93.50,32.26,27.90,263.30,53.10
88,'500',TLP,60 cm 100 y-1,2.09,173.00,0.22,0.00,33.90,9.52,80.00,54.83,8.05,97.13,42.31,125.97,0.86,0.30,0.74,0.05,2.00,93.60,32.35,29.10,264.20,53.30
89,'500',TLP,60 cm 100 y-1,2.42,217.00,0.23,0.00,34.50,11.95,80.00,55.64,8.10,97.38,41.74,126.22,0.89,0.40,0.74,0.06,2.60,93.80,32.44,30.70,265.10,53.60
90,'500',TLP,60 cm 100 y-1,2.64,262.00,0.23,0.00,35.07,14.41,80.00,56.45,8.15,97.64,41.19,126.48,0.92,0.50,0.74,0.08,3.10,93.90,32.53,32.40,266.00,53.80
91,'500',TLP,60 cm 100 y-1,2.79,307.00,0.23,0.00,35.63,16.89,80.00,57.27,8.21,97.92,40.65,126.76,0.95,0.60,0.74,0.09,3.60,94.10,32.63,34.20,267.00,54.10
92,'500',TLP,60 cm 100 y-1,2.92,352.00,0.24,0.00,36.17,19.38,80.00,58.09,8.26,98.21,40.12,127.05,0.98,0.70,0.74,0.11,4.10,94.30,32.72,36.20,267.90,54.40
93,'500',TLP,60 cm 100 y-1,3.03,398.00,0.24,0.00,36.71,21.90,80.00,58.92,8.31,98.51,39.60,127.35,1.01,0.80,0.74,0.14,4.70,94.50,32.83,38.20,269.00,54.70
94,'500',TLP,60 cm 100 y-1,3.13,444.00,0.24,0.00,37.24,24.43,81.00,59.75,8.36,98.83,39.07,127.67,1.04,0.90,0.74,0.16,5.20,94.70,32.93,40.30,270.00,55.00
95,'500',TLP,60 cm 100 y-1,1.89,446.00,0.25,0.00,37.76,24.52,81.00,60.59,8.42,99.02,38.42,127.86,1.07,0.90,0.74,0.16,5.20,94.80,33.04,41.10,271.10,55.20
96,'500',TLP,60 cm 100 y-1,1.82,448.00,0.25,0.00,38.42,24.64,81.00,61.44,8.47,99.20,37.76,128.04,1.11,0.90,0.74,0.17,5.30,94.90,33.15,41.80,272.20,55.40
97,'500',TLP,60 cm 100 y-1,1.81,450.00,0.26,0.00,39.09,24.75,81.00,62.29,8.52,99.38,37.09,128.22,1.15,0.90,0.74,0.18,5.30,95.00,33.26,42.50,273.30,55.60
98,'500',TLP,60 cm 100 y-1,1.82,452.00,0.26,0.00,39.76,24.87,81.00,63.14,8.57,99.56,36.42,128.40,1.18,0.90,0.74,0.18,5.30,95.00,33.38,43.10,274.50,55.80
99,'500',TLP,60 cm 100 y-1,1.85,454.00,0.27,0.00,40.44,24.98,81.00,64.00,8.63,99.75,35.75,128.59,1.23,0.90,0.74,0.19,5.30,95.10,33.50,43.70,275.70,56.00
100,'500',TLP,60 cm 100 y-1,1.88,456.00,0.27,0.00,41.12,25.09,81.00,64.87,8.68,99.93,35.07,128.77,1.27,0.90,0.74,0.20,5.40,95.10,33.63,44.30,277.00,56.10
1,'500',TLP,122 cm 100 y-1,1.39,429.00,0.22,0.00,32.90,23.59,77.00,4.70,3.67,47.94,43.24,96.78,2.36,0.90,0.94,0.12,5.00,90.80,6.01,0.60,0.80,4.10
2,'500',TLP,122 cm 100 y-1,1.36,430.00,0.22,0.00,33.13,23.63,77.00,5.07,3.84,48.08,43.00,96.92,0.82,0.90,0.94,0.12,5.10,90.80,6.09,1.10,1.60,4.30
3,'500',TLP,122 cm 100 y-1,1.38,431.00,0.22,0.00,33.39,23.69,77.00,5.47,4.02,48.21,42.75,97.05,0.84,0.90,0.94,0.12,5.10,90.90,6.18,1.70,2.50,4.40
4,'500',TLP,122 cm 100 y-1,1.39,432.00,0.22,0.00,33.66,23.74,77.00,5.88,4.20,48.35,42.47,97.19,0.85,0.90,0.94,0.13,5.10,90.90,6.26,2.20,3.30,4.60
5,'500',TLP,122 cm 100 y-1,1.41,433.00,0.22,0.00,33.95,23.80,77.00,6.31,4.38,48.49,42.19,97.33,0.86,0.90,0.93,0.13,5.10,91.00,6.35,2.80,4.20,4.70
6,'500',TLP,122 cm 100 y-1,1.43,434.00,0.23,0.00,34.26,23.86,77.00,6.75,4.56,48.64,41.88,97.48,0.88,0.90,0.93,0.13,5.10,91.00,6.44,3.30,5.10,4.80
7,'500',TLP,122 cm 100 y-1,1.45,435.00,0.23,0.00,34.58,23.92,77.00,7.22,4.73,48.78,41.56,97.62,0.90,0.90,0.93,0.13,5.10,91.10,6.53,3.90,6.00,5.00
8,'500',TLP,122 cm 100 y-1,1.47,436.00,0.23,0.00,34.92,23.99,77.00,7.70,4.91,48.93,41.23,97.77,0.91,0.90,0.93,0.14,5.10,91.20,6.62,4.40,6.90,5.10
9,'500',TLP,122 cm 100 y-1,43.74,0.00,0.20,0.00,30.27,47.98,77.00,8.20,5.09,58.30,50.10,102.14,50.69,0.00,0.89,0.00,10.30,90.50,11.69,-2.50,57.60,14.50
10,'500',TLP,122 cm 100 y-1,-1.74,40.00,0.17,0.00,26.42,2.21,77.00,8.72,5.27,58.13,49.41,101.97,0.52,0.10,0.88,0.01,0.50,90.20,11.74,-4.80,58.10,14.30
11,'500',TLP,122 cm 100 y-1,0.20,81.00,0.18,0.00,27.13,4.46,77.00,9.25,5.44,58.15,48.89,101.99,0.55,0.20,0.88,0.01,1.00,90.20,11.79,-5.20,58.60,14.40
12,'500',TLP,122 cm 100 y-1,1.20,122.00,0.18,0.00,27.66,6.73,77.00,9.81,5.62,58.27,48.46,102.11,0.57,0.20,0.88,0.02,1.40,90.30,11.85,-4.50,59.20,14.50
13,'500',TLP,122 cm 100 y-1,1.74,164.00,0.18,0.00,28.11,9.02,77.00,10.38,5.80,58.44,48.06,102.28,0.59,0.30,0.88,0.03,1.90,90.40,11.91,-3.40,59.80,14.60
14,'500',TLP,122 cm 100 y-1,2.05,206.00,0.19,0.00,28.53,11.32,77.00,10.97,5.98,58.65,47.68,102.49,0.61,0.40,0.88,0.04,2.40,90.50,11.97,-1.90,60.40,14.80
15,'500',TLP,122 cm 100 y-1,2.24,248.00,0.19,0.00,28.93,13.64,77.00,11.57,6.16,58.87,47.30,102.71,0.63,0.50,0.88,0.05,2.90,90.70,12.03,-0.30,61.00,15.10
16,'500',TLP,122 cm 100 y-1,2.38,290.00,0.19,0.00,29.33,15.97,77.00,12.20,6.33,59.11,46.91,102.95,0.64,0.60,0.88,0.06,3.40,90.90,12.10,1.40,61.70,15.30
17,'500',TLP,122 cm 100 y-1,2.49,333.00,0.20,0.00,29.73,18.33,77.00,12.84,6.51,59.36,46.52,103.20,0.66,0.70,0.88,0.07,3.90,91.00,12.16,3.20,62.30,15.60
18,'500',TLP,122 cm 100 y-1,2.58,376.00,0.20,0.00,30.14,20.70,78.00,13.50,6.69,59.62,46.12,103.46,0.68,0.80,0.88,0.09,4.40,91.20,12.23,5.10,63.00,15.80
19,'500',TLP,122 cm 100 y-1,2.67,420.00,0.20,0.00,30.56,23.09,78.00,14.18,6.87,59.88,45.71,103.72,0.70,0.80,0.88,0.10,4.90,91.40,12.30,7.10,63.70,16.10
20,'500',TLP,122 cm 100 y-1,1.49,422.00,0.20,0.00,30.99,23.18,78.00,14.87,7.04,60.03,45.16,103.87,0.72,0.80,0.88,0.10,5.00,91.50,12.37,7.90,64.40,16.20
21,'500',TLP,122 cm 100 y-1,1.43,424.00,0.21,0.00,31.55,23.31,78.00,15.59,7.22,60.17,44.59,104.02,0.75,0.80,0.88,0.11,5.00,91.60,12.45,8.60,65.20,16.40
22,'500',TLP,122 cm 100 y-1,1.41,426.00,0.21,0.00,32.14,23.43,78.00,16.32,7.40,60.32,44.00,104.16,0.77,0.90,0.88,0.11,5.00,91.60,12.53,9.20,66.00,16.50
23,'500',TLP,122 cm 100 y-1,1.41,428.00,0.22,0.00,32.75,23.56,78.00,17.07,7.58,60.46,43.39,104.30,0.80,0.90,0.88,0.12,5.00,91.70,12.61,9.80,66.80,16.70
24,'500',TLP,122 cm 100 y-1,1.44,431.00,0.22,0.00,33.38,23.68,78.00,17.83,7.76,60.60,42.77,104.44,0.83,0.90,0.88,0.12,5.10,91.80,12.69,10.40,67.60,16.80
25,'500',TLP,122 cm 100 y-1,1.47,433.00,0.22,0.00,34.02,23.81,78.00,18.62,7.93,60.75,42.13,104.59,0.87,0.90,0.88,0.13,5.10,91.80,12.78,11.00,68.50,17.00
26,'500',TLP,122 cm 100 y-1,1.50,435.00,0.23,0.00,34.67,23.94,78.00,19.42,8.11,60.90,41.48,104.74,0.90,0.90,0.88,0.13,5.10,91.90,12.87,11.60,69.40,17.10
27,'500',TLP,122 cm 100 y-1,1.54,438.00,0.23,0.00,35.34,24.07,78.00,20.24,8.29,61.05,40.81,104.89,0.94,0.90,0.88,0.14,5.10,91.90,12.96,12.20,70.30,17.20
28,'500',TLP,122 cm 100 y-1,1.57,440.00,0.24,0.00,36.03,24.20,78.00,21.08,8.47,61.21,40.13,105.05,0.97,0.90,0.88,0.15,5.20,92.00,13.06,12.80,71.30,17.40
29,'500',TLP,122 cm 100 y-1,1.62,442.00,0.24,0.00,36.73,24.33,78.00,21.93,8.64,61.37,39.44,105.21,1.01,0.90,0.87,0.15,5.20,92.10,13.16,13.40,72.30,17.60
30,'500',TLP,122 cm 100 y-1,1.66,445.00,0.25,0.00,37.44,24.46,78.00,22.81,8.82,61.54,38.73,105.38,1.05,0.90,0.87,0.16,5.20,92.10,13.26,14.00,73.30,17.70
31,'500',TLP,122 cm 100 y-1,1.70,447.00,0.25,0.00,38.16,24.59,78.00,23.70,9.00,61.71,38.01,105.55,1.09,0.90,0.87,0.17,5.30,92.20,13.37,14.60,74.40,17.90
32,'500',TLP,122 cm 100 y-1,1.75,449.00,0.26,0.00,38.90,24.72,78.00,24.61,9.18,61.88,37.27,105.72,1.13,0.90,0.87,0.18,5.30,92.20,13.49,15.20,75.60,18.10
33,'500',TLP,122 cm 100 y-1,1.79,452.00,0.26,0.00,39.65,24.85,78.00,25.53,9.36,62.06,36.53,105.90,1.18,0.90,0.87,0.18,5.30,92.30,13.60,15.90,76.70,18.30
34,'500',TLP,122 cm 100 y-1,43.74,0.00,0.23,0.00,35.42,49.70,78.00,26.48,9.53,71.43,44.96,110.27,50.94,0.00,0.83,0.00,10.60,91.60,18.70,8.60,127.70,27.60
35,'500',TLP,122 cm 100 y-1,-1.56,43.00,0.21,0.00,32.01,2.34,78.00,27.44,9.71,71.28,43.84,110.12,0.77,0.10,0.83,0.01,0.50,91.30,18.77,6.30,128.50,27.50
36,'500',TLP,122 cm 100 y-1,0.49,86.00,0.22,0.00,33.14,4.73,78.00,28.42,9.89,71.33,42.91,110.17,0.82,0.20,0.83,0.02,1.00,91.30,18.86,6.00,129.30,27.50
37,'500',TLP,122 cm 100 y-1,1.57,130.00,0.22,0.00,34.09,7.15,78.00,29.42,10.07,71.48,42.07,110.32,0.87,0.30,0.83,0.03,1.50,91.40,18.94,6.70,130.10,27.70
38,'500',TLP,122 cm 100 y-1,2.16,175.00,0.23,0.00,34.95,9.60,78.00,30.43,10.24,71.70,41.27,110.54,0.92,0.30,0.83,0.05,2.10,91.50,19.04,7.90,131.10,27.90
